DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2016-01-18,4174.5,4174.5,4174.5,4174.5,0.0
2016-01-19,4254.5,4254.5,4254.5,4254.5,0.0
2016-01-20,4108.0,4108.0,4108.0,4108.0,0.0
2016-01-21,4189.5,4189.5,4189.5,4189.5,0.0
2016-01-22,4319.5,4319.5,4319.5,4319.5,0.0
2016-01-25,4294.0,4294.0,4294.0,4294.0,0.0
2016-01-26,4340.0,4340.0,4340.0,4340.0,0.0
2016-01-27,4363.5,4363.5,4363.5,4363.5,0.0
2016-01-28,4306.0,4306.0,4306.0,4306.0,0.0
2016-01-29,4401.0,4401.0,4401.0,4401.0,0.0
2016-02-01,4381.0,4381.0,4381.0,4381.0,0.0
2016-02-02,4273.0,4273.0,4273.0,4273.0,0.0
2016-02-03,4216.5,4216.5,4216.5,4216.5,0.0
2016-02-04,4217.5,4217.5,4217.5,4217.5,0.0
2016-02-05,4190.0,4190.0,4190.0,4190.0,0.0
2016-02-08,4056.0,4056.0,4056.0,4056.0,0.0
2016-02-09,3987.0,3987.0,3987.0,3987.0,0.0
2016-02-10,4050.5,4050.5,4050.5,4050.5,0.0
2016-02-11,3886.0,3886.0,3886.0,3886.0,0.0
2016-02-12,3935.0,3984.5,3935.0,3984.5,7.0
2016-02-15,4104.5,4104.5,4104.5,4104.5,0.0
2016-02-16,4135.0,4135.0,4099.0,4099.0,3.0
2016-02-17,4166.5,4236.5,4166.5,4222.5,24.0
2016-02-18,4232.5,4260.0,4229.0,4229.0,8.0
2016-02-19,4189.5,4214.5,4182.5,4212.5,19.0
2016-02-22,4248.5,4287.0,4248.5,4287.0,378.0
2016-02-23,4260.5,4288.5,4221.0,4227.0,27.0
2016-02-24,4209.5,4210.0,4108.5,4144.5,83.0
2016-02-25,4192.0,4265.5,4189.5,4237.0,167.0
2016-02-26,4284.0,4332.0,4284.0,4303.0,246.0
2016-02-29,4270.5,4342.0,4247.5,4342.0,56.0
2016-03-01,4332.0,4420.0,4332.0,4395.5,168.0
2016-03-02,4435.5,4435.5,4385.0,4413.5,1159.0
2016-03-03,4420.0,4420.0,4385.0,4405.0,71.0
2016-03-04,4425.0,4468.5,4407.5,4445.5,1532.0
2016-03-07,4437.0,4447.0,4396.5,4431.5,124.0
2016-03-08,4401.5,4425.5,4355.0,4393.5,225.0
2016-03-09,4402.5,4444.0,4402.5,4414.5,11951.0
2016-03-10,4420.5,4571.0,4308.0,4339.0,2253.0
2016-03-11,4398.5,4499.0,4398.5,4481.5,9310.0
2016-03-14,4490.0,4520.5,4483.5,4495.0,48969.0
2016-03-15,4485.0,4485.0,4439.0,4463.0,136978.0
2016-03-16,4477.0,4493.5,4430.5,4453.0,113158.0
2016-03-17,4472.0,4494.5,4355.5,4433.0,94154.0
2016-03-18,4423.5,4464.0,4407.0,4451.5,91652.0
2016-03-21,4437.0,4479.0,4410.5,4423.5,71687.0
2016-03-22,4426.5,4439.5,4351.0,4428.0,100123.0
2016-03-23,4424.5,4467.5,4393.5,4422.5,75512.0
2016-03-24,4397.0,4398.0,4321.5,4328.5,88668.0
2016-03-29,4352.0,4385.0,4330.5,4365.5,85291.0
2016-03-30,4390.0,4466.5,4384.0,4443.5,87008.0
2016-03-31,4431.5,4432.0,4369.5,4383.5,97945.0
2016-04-01,4353.5,4354.0,4258.0,4320.0,139199.0
2016-04-04,4327.0,4377.0,4276.5,4343.5,82958.0
2016-04-05,4310.0,4312.5,4235.0,4248.0,91628.0
2016-04-06,4259.0,4298.5,4240.0,4282.5,72939.0
2016-04-07,4291.0,4315.5,4210.5,4244.0,86599.0
2016-04-08,4251.5,4315.0,4248.0,4302.0,90505.0
2016-04-11,4294.5,4339.5,4261.0,4312.0,150557.0
2016-04-12,4300.0,4360.0,4267.5,4345.0,255947.0
2016-04-13,4377.0,4496.0,4377.0,4491.0,232112.0
2016-04-14,4487.0,4518.5,4473.5,4512.5,132017.0
2016-04-15,4504.5,4510.0,4485.5,4502.5,23226.0
