DATETIME,OPEN,HIGH,LOW,FINAL,VOLUME
2013-12-30,714.5,714.5,714.5,714.5,0.0
2013-12-31,722.0,722.0,722.0,722.0,0.0
2014-01-02,734.05,734.05,734.05,734.05,0.0
2014-01-03,735.05,735.05,735.05,735.05,0.0
2014-01-06,742.35,742.35,742.35,742.35,0.0
2014-01-07,745.5,745.5,745.5,745.5,0.0
2014-01-08,742.2,742.2,742.2,742.2,0.0
2014-01-09,740.4,740.4,740.4,740.4,0.0
2014-01-10,749.95,749.95,749.95,749.95,0.0
2014-01-13,744.5,744.5,744.5,744.5,0.0
2014-01-14,743.35,743.35,743.35,743.35,0.0
2014-01-15,748.5,748.5,748.5,748.5,0.0
2014-01-16,748.45,748.45,748.45,748.45,0.0
2014-01-17,753.0,753.0,753.0,753.0,0.0
2014-01-21,752.6,752.6,752.6,752.6,0.0
2014-01-22,753.5,753.5,753.5,753.5,0.0
2014-01-23,750.55,750.55,750.55,750.55,0.0
2014-01-24,739.55,739.55,739.55,739.55,0.0
2014-01-27,727.3,727.3,727.3,727.3,0.0
2014-01-28,721.35,721.35,721.35,721.35,0.0
2014-01-29,716.0,716.0,716.0,716.0,0.0
2014-01-30,711.7,711.7,711.7,711.7,0.0
2014-01-31,708.05,708.05,708.05,708.05,0.0
2014-02-03,707.85,707.85,707.85,707.85,0.0
2014-02-04,705.25,705.25,705.25,705.25,0.0
2014-02-05,712.25,712.25,712.25,712.25,0.0
2014-02-06,715.55,715.55,715.55,715.55,0.0
2014-02-07,714.0,714.0,714.0,714.0,0.0
2014-02-10,721.95,721.95,721.95,721.95,0.0
2014-02-11,721.5,721.5,721.5,721.5,0.0
2014-02-12,734.15,734.15,734.15,734.15,0.0
2014-02-13,736.2,736.2,736.2,736.2,0.0
2014-02-14,742.75,742.75,742.75,742.75,0.0
2014-02-18,742.3,742.3,742.3,742.3,0.0
2014-02-19,740.65,740.65,740.65,740.65,0.0
2014-02-20,741.6,741.6,741.6,741.6,0.0
2014-02-21,745.35,745.35,745.35,745.35,0.0
2014-02-24,748.6,748.6,748.6,748.6,0.0
2014-02-25,741.8,741.8,741.8,741.8,0.0
2014-02-26,736.55,736.55,736.55,736.55,0.0
2014-02-27,747.15,747.15,747.15,747.15,0.0
2014-02-28,747.65,747.65,747.65,747.65,0.0
2014-03-03,753.05,753.05,753.05,753.05,0.0
2014-03-04,766.6,766.6,766.6,766.6,0.0
2014-03-05,775.5,775.5,775.5,775.5,0.0
2014-03-06,784.05,784.05,784.05,784.05,0.0
2014-03-07,784.7,784.7,784.7,784.7,0.0
2014-03-10,779.75,779.75,779.75,779.75,0.0
2014-03-11,773.4,773.4,773.4,773.4,0.0
2014-03-12,780.05,780.05,780.05,780.05,0.0
2014-03-13,781.9,781.9,781.9,781.9,0.0
2014-03-14,776.2,776.2,776.2,776.2,0.0
2014-03-17,779.35,779.35,779.35,779.35,0.0
2014-03-18,774.4,774.4,774.4,774.4,0.0
2014-03-19,771.05,771.05,771.05,771.05,0.0
2014-03-20,774.3,774.3,774.3,774.3,0.0
2014-03-21,791.65,791.65,791.65,791.65,0.0
2014-03-24,796.55,796.55,796.55,796.55,0.0
2014-03-25,791.5,791.5,791.5,791.5,0.0
2014-03-26,783.2,783.2,783.2,783.2,0.0
2014-03-27,762.55,762.55,762.55,762.55,0.0
2014-03-28,775.85,775.85,775.85,775.85,0.0
2014-03-31,779.25,779.25,779.25,779.25,0.0
2014-04-01,784.2,784.2,784.2,784.2,0.0
2014-04-02,790.1,790.1,790.1,790.1,0.0
2014-04-03,791.05,791.05,791.05,791.05,0.0
2014-04-04,792.95,792.95,792.95,792.95,0.0
2014-04-07,769.85,769.85,769.85,769.85,0.0
2014-04-08,778.05,778.05,778.05,778.05,0.0
2014-04-09,784.75,784.75,784.75,784.75,0.0
2014-04-10,794.4,794.4,794.4,794.4,0.0
2014-04-11,808.6,808.6,808.6,808.6,0.0
2014-04-14,812.75,812.75,812.75,812.75,0.0
2014-04-15,797.05,797.05,797.05,797.05,0.0
2014-04-16,803.65,803.65,803.65,803.65,0.0
2014-04-17,808.3,808.3,808.3,808.3,0.0
2014-04-21,779.25,779.25,779.25,779.25,0.0
2014-04-22,785.25,785.25,785.25,785.25,0.0
2014-04-23,787.6,787.6,787.6,787.6,0.0
2014-04-24,804.2,804.2,804.2,804.2,0.0
2014-04-25,813.0,813.0,813.0,813.0,0.0
2014-04-28,802.6,802.6,802.6,802.6,0.0
2014-04-29,809.85,809.85,809.85,809.85,0.0
2014-04-30,814.45,814.45,814.45,814.45,0.0
2014-05-01,816.1,816.1,816.1,816.1,0.0
2014-05-02,814.4,814.4,814.4,814.4,0.0
2014-05-05,818.5,818.5,818.5,818.5,0.0
2014-05-06,820.45,820.45,820.45,820.45,0.0
2014-05-07,798.7,798.7,798.7,798.7,0.0
2014-05-08,806.0,806.0,806.0,806.0,0.0
2014-05-09,801.7,801.7,801.7,801.7,0.0
2014-05-12,810.65,810.65,810.65,810.65,0.0
2014-05-13,819.2,819.2,819.2,819.2,0.0
2014-05-14,828.65,830.45,828.65,830.45,1.0
2014-05-15,813.7,813.7,813.7,813.7,0.0
2014-05-16,816.75,816.75,816.75,816.75,0.0
2014-05-19,817.35,817.35,817.35,817.35,0.0
2014-05-20,826.45,826.45,826.45,826.45,0.0
2014-05-21,831.5,831.5,831.5,831.5,0.0
2014-05-22,837.5,837.5,837.5,837.5,0.0
2014-05-23,832.8,832.8,832.8,832.8,0.0
2014-05-27,831.85,831.85,831.85,831.85,0.0
2014-05-28,841.25,841.25,841.25,841.25,10.0
2014-05-29,835.0,835.0,835.0,835.0,0.0
2014-05-30,836.8,836.8,836.8,836.8,0.0
2014-06-02,833.1,833.1,833.1,833.1,0.0
2014-06-03,837.15,837.15,837.15,837.15,0.0
2014-06-04,837.6,837.6,837.6,837.6,0.0
2014-06-05,839.9,839.9,839.9,839.9,0.0
2014-06-06,844.65,844.65,844.65,844.65,0.0
2014-06-09,841.95,841.95,841.95,841.95,0.0
2014-06-10,854.8,854.8,854.8,854.8,0.0
2014-06-11,860.0,860.45,860.0,860.45,1.0
2014-06-12,820.0,820.0,819.85,819.85,1.0
2014-06-13,813.05,813.05,813.05,813.05,0.0
